Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(BNB),Value_OUT(BNB),CurrentValue @ $374.89/BNB,TxnFee(BNB),TxnFee(USD),Historical $Price/BNB,Status,ErrCode,PrivateNote
0x16b50e5ce0381c88c3a57f57339f61137feb7bd30a5883d24c538a745281a460,4140383,1611100816,1/20/2021 0:00,0xe7e8e7da8a4afedc1a01a7b14ea00ec86d82aa52,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042254,0.158406021,42.6,,,
0x6287653d527abcb67aa0ccb85c0eb0f9733f20088440bee8bc24a9f0f8e9bc44,4140385,1611100822,1/20/2021 0:00,0x4936112559e6aa3ac7bb51510ac282c3d3750138,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042302,0.158585968,42.6,,,
0xf6b125311018924276f381e2f44693b947a85f7a50fa05733263c837ba4026a7,4140386,1611100825,1/20/2021 0:00,0x099f681859fedfc03c0f7a104603f3abdcf11e7b,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.0008886,0.333127254,42.6,,,
0x2ecad0e02f6790ff500b46030f739a9a1b0fcfbe9673c755285abbd0915b818e,4140386,1611100825,1/20/2021 0:00,0xe18e833352c4482f5aa071ca12fe551e8cb3385d,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042254,0.158406021,42.6,,,
0x0de467c7fcb2bfd8d8ea77476e7fa55353c688a285441b91281eafb1e89d8c45,4140392,1611100843,1/20/2021 0:00,0xe6c8bd6703a6de900690149b9fb947db6155a94e,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00072254,0.270873021,42.6,,,
0x75e82997b29f63ecce94d77870b6a0435775019e437db0f61998d9fa41b8560a,4140394,1611100849,1/20/2021 0:00,0x6b2f36d48e9cdd1b126396bc7efd72b9236f5b67,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042278,0.158495994,42.6,,,
0x35d6c2f811f588d5318b02ef4fd9581a214451fb2a06b20dd3166562280f127e,4140398,1611100861,1/20/2021 0:01,0xe6c8bd6703a6de900690149b9fb947db6155a94e,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00072254,0.270873021,42.6,,,
0x9b38befa12077142290455f661b09af88920eac6ccce61cc41001ff3b5c4e0eb,4140398,1611100861,1/20/2021 0:01,0x8e89bb89ed362983d96e18ac6cce9da6f471ef75,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042302,0.158585968,42.6,,,
0xcf6833311dd6a88d5da22e422e09a1a7c9894857cc9054dc26526e1555d8fb96,4140401,1611100870,1/20/2021 0:01,0x090c256196d60094898eb9f0fe745209f1492c7e,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042302,0.158585968,42.6,,,
0x4a2cca73ba1143c2da609aa3f469a3cab105aebd4ed7e81a4a198394541bf793,4140402,1611100873,1/20/2021 0:01,0xa421bc34dd63ce190392d6063cea2ec5c341f568,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042302,0.158585968,42.6,,,
0xfcbb2ba1c7da813cd0bdad6053e5f07f2d5a7954f8229f245703d344ea6cdf7c,4140429,1611100954,1/20/2021 0:02,0x631fc1ea2270e98fbd9d92658ece0f5a269aa161,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00102254,0.383340021,42.6,,,
0x49e2253556bca8d70e302e5b72649d38560bf7e3128c8033a2c825ec7b35405a,4140433,1611100966,1/20/2021 0:02,0x722054411a7b6d38d7fd2201295563830e65a955,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.0008886,0.333127254,42.6,,,
0x649daecb3762bac46573b3e324a46d8cfc609caf0b2e6c7d2eb54d78c369db9b,4140442,1611100993,1/20/2021 0:03,0x1735a2ec488dec7c48407b070892f4627a072e0b,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00102254,0.383340021,42.6,,,
0x180710e0520195535afe65cf6104b9c49cc7ddb1e77e205e54e554bb6f8d1e6a,4140462,1611101053,1/20/2021 0:04,0xf23b567de98e37552761067e2f6793842784c647,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.000950802,0.356446162,42.6,,,
0x2c892ab516e6e2500b07687c47c7ada2b12b8a92a261f0010d8823fe0f0005cb,4140475,1611101092,1/20/2021 0:04,0xe11856e2fd9af920303ea4d65e70e090feadc771,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00239922,0.899443586,42.6,,,
0x0e3da3f768a3ad7f009b23edbb3ec710738a64cc5a90dabd2b5de7b35cba4e87,4140478,1611101101,1/20/2021 0:05,0x87f1f1f22f02c46ea3649a326cafba2c7a1df6b1,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00088836,0.33303728,42.6,,,
