Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(BNB),Value_OUT(BNB),CurrentValue @ $361.48/BNB,TxnFee(BNB),TxnFee(USD),Historical $Price/BNB,Status,ErrCode,PrivateNote
0x374f60733ced762ae521cfa0444fa7f83bd357fdb67e6082622a370039fc2ea7,3679692,1609718401,1/4/2021 0:00,0x851497cf9b1362858c095cdd577b506d24f57336,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.0008886,0.321211128,41.1,,,
0xf7ff58ae82c663d2487c55bdb31ee650f3bbfde8cb5530b11298843f150c1c16,3679701,1609718428,1/4/2021 0:00,0x6c4529e615b21b662b4103a916188c0813ecadde,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.0005046,0.182402808,41.1,,,
0x8b89147a818795d3ba173632658591a49a7deab40321c67e21ee962b6dbf4b48,3679701,1609718428,1/4/2021 0:00,0x1a367ab058a6765f569f9c83614b49bba17980aa,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00055286,0.199847833,41.1,,,
0xf1484db781baa4ab5558cbd93ed305900691d2c86050290b6a2dc66251330730,3679702,1609718431,1/4/2021 0:00,0x3c657dd1621ce32386ad4d74b458bd9266f2826d,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042302,0.15291327,41.1,,,
0x4dacd9ba1f512e0698d6b2cc98845f8c4ac4fe9b2c49a3f111717c80344de475,3679704,1609718437,1/4/2021 0:00,0x27bc712aa9ee31514b2a0a6b3f7c8269cf992091,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042254,0.152739759,41.1,,,
0xbf11fb79be86eae014ce7b8502f556b2f628993c74c7a13bcdf2d4cb969dda23,3679705,1609718440,1/4/2021 0:00,0xe18e833352c4482f5aa071ca12fe551e8cb3385d,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042254,0.152739759,41.1,,,
0xf086d1b341b08ba29534e586bdaf6951bf9c911d550a97c68f3c27aabe204461,3679707,1609718446,1/4/2021 0:00,0xd736f7b9cea9ce51db18af01b1dab00fa4ccc08d,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042302,0.15291327,41.1,,,
0x9d70a885bff3057eede2ba1873228256f896868e56febd7a7c37ffe1d5882c06,3679710,1609718455,1/4/2021 0:00,0xa421bc34dd63ce190392d6063cea2ec5c341f568,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00042302,0.15291327,41.1,,,
0x35815a6c67f574c8c41f5ad6f53219fc38f706fa8d35aceaa87536e505b18506,3679746,1609718563,1/4/2021 0:02,0x631fc1ea2270e98fbd9d92658ece0f5a269aa161,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.00102278,0.369714514,41.1,,,
0x098cef776ce82ee042242102a3c5ba60af7f302e9cdbe3d435df23dfd9ef474d,3679754,1609718587,1/4/2021 0:03,0x2eaa74b61bf3a58850dedbfd647a4557b713f1af,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,,0,0,0,0.000831473,0.30056086,41.1,,,
